city,state,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids,goodForGroups
Las Vegas,NV,1.5,True,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Madison,WI,3.0,True,none,average,casual,2,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,4.0,True,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Phoenix,AZ,4.5,True,none,quiet,casual,1,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,5.0,True,none,loud,casual,1,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Pointe-Claire,QC,2.5,True,full_bar,average,casual,2,BLANK,TRUE,outdoor,TRUE,BLANK,BLANK,1
Kitchener,ON,4.5,True,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Henderson,NV,4.0,True,full_bar,average,casual,2,FALSE,BLANK,BLANK,FALSE,TRUE,BLANK,1
Glendale,AZ,4.5,True,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Edinburgh,EDH,4.5,True,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Mesa,AZ,3.5,True,none,BLANK,casual,2,BLANK,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montreal,QC,3.0,False,full_bar,loud,BLANK,2,BLANK,TRUE,outdoor,TRUE,BLANK,BLANK,0
Edinburgh,EDH,3.0,True,full_bar,average,BLANK,2,BLANK,TRUE,outdoor,TRUE,BLANK,BLANK,1
Pittsburgh,PA,2.0,False,full_bar,BLANK,casual,3,FALSE,FALSE,BLANK,TRUE,BLANK,FALSE,1
Charlotte,NC,3.5,False,none,average,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,0
Phoenix,AZ,3.0,False,beer_and_wine,average,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Edinburgh,EDH,3.5,True,full_bar,loud,BLANK,2,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,0
Charlotte,NC,2.5,True,full_bar,average,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Charlotte,NC,2.0,False,full_bar,BLANK,casual,2,FALSE,FALSE,BLANK,TRUE,BLANK,TRUE,0
Charlotte,NC,4.5,True,none,average,BLANK,1,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Scottsdale,AZ,3.0,True,none,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Henderson,NV,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,no,BLANK,BLANK,BLANK,1
Montral,QC,4.0,True,none,BLANK,BLANK,2,BLANK,TRUE,BLANK,TRUE,BLANK,BLANK,0
Gilbert,AZ,4.5,False,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Madison,WI,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Buckeye,AZ,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Montral,QC,3.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4.5,True,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Kitchener,ON,3.5,True,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,4.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Las Vegas,NV,3.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Ratho,EDH,3.5,True,full_bar,very_loud,casual,2,FALSE,FALSE,outdoor,TRUE,BLANK,BLANK,1
Charlotte,NC,3.0,True,full_bar,loud,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,FALSE,1
Madison,WI,3.0,False,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,4.0,True,none,quiet,casual,1,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,3.5,True,none,average,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Charlotte,NC,4.0,False,beer_and_wine,average,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Madison,WI,3.0,True,beer_and_wine,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,0
Peoria,AZ,4.0,False,none,average,casual,BLANK,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,0
Mesa,AZ,3.5,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Cave Creek,AZ,3.5,False,full_bar,loud,casual,2,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Madison,WI,3.0,False,none,average,casual,1,TRUE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Mesa,AZ,2.5,True,none,quiet,casual,2,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Mesa,AZ,3.5,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Sun Prairie,WI,3.0,True,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Pittsburgh,PA,2.5,True,none,average,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,0
Laval,QC,3.0,True,full_bar,very_loud,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Las Vegas,NV,3.5,False,beer_and_wine,BLANK,casual,2,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Mesa,AZ,4.0,False,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Tempe,AZ,3.0,True,full_bar,quiet,casual,2,BLANK,TRUE,BLANK,FALSE,BLANK,BLANK,0
Montreal,QC,4.5,False,full_bar,loud,BLANK,2,BLANK,FALSE,outdoor,FALSE,BLANK,BLANK,1
Queen Creek,AZ,2.5,True,none,quiet,casual,1,TRUE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Buckeye,AZ,3.5,False,none,BLANK,casual,1,BLANK,TRUE,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,4.0,False,full_bar,loud,BLANK,1,BLANK,BLANK,outdoor,FALSE,BLANK,BLANK,1
Pittsburgh,PA,3.5,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Brossard,QC,2.5,True,none,quiet,casual,2,TRUE,BLANK,BLANK,TRUE,BLANK,BLANK,1
Montreal,QC,2.5,True,none,BLANK,casual,1,TRUE,BLANK,BLANK,TRUE,BLANK,BLANK,0
Phoenix,AZ,2.5,True,none,BLANK,casual,1,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Phoenix,AZ,4.5,False,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Gila Bend,AZ,3.0,False,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,4.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,4.0,True,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,4.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,2.5,True,none,BLANK,casual,2,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,2.0,True,none,average,BLANK,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,3.0,True,none,loud,casual,1,TRUE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Madison,WI,3.0,True,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,2.5,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Montreal,QC,4.5,True,full_bar,loud,casual,3,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Montreal,QC,3.5,True,beer_and_wine,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Glendale,AZ,3.0,True,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Tempe,AZ,1.5,True,none,average,casual,1,FALSE,FALSE,BLANK,BLANK,FALSE,BLANK,0
Tempe,AZ,3.5,True,none,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Dollard-Des-Ormeaux,QC,3.5,True,none,average,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Montral,QC,3.5,True,beer_and_wine,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Waterloo,ON,4.5,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Westmount,QC,4.0,True,full_bar,loud,casual,3,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Matthews,NC,3.5,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,3.5,True,none,BLANK,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Montreal,QC,4.0,True,full_bar,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Saint-Laurent,QC,4.0,True,none,average,casual,1,TRUE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Edinburgh,EDH,4.5,True,full_bar,quiet,dressy,4,TRUE,TRUE,BLANK,TRUE,BLANK,FALSE,1
Montral,QC,5.0,True,none,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Carnegie,PA,4.0,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,2.0,True,beer_and_wine,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Queen Creek,AZ,3.5,False,beer_and_wine,BLANK,casual,2,FALSE,TRUE,BLANK,BLANK,TRUE,BLANK,1
Pittsburgh,PA,4.5,True,none,loud,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,3.5,True,full_bar,quiet,casual,1,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,1
Monona,WI,3.5,True,none,BLANK,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Montreal,QC,3.5,True,none,quiet,casual,3,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,4.0,True,none,quiet,casual,1,FALSE,BLANK,BLANK,FALSE,FALSE,BLANK,0
Scottsdale,AZ,3.5,False,full_bar,BLANK,casual,2,BLANK,TRUE,BLANK,TRUE,BLANK,TRUE,1
Pittsburgh,PA,3.0,True,none,BLANK,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Tempe,AZ,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,5.0,True,none,BLANK,BLANK,1,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Cottage Grove,WI,1.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Concord,NC,5.0,True,none,BLANK,casual,BLANK,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Matthews,NC,4.0,False,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.0,True,none,BLANK,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Champaign,IL,1.0,True,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Saint Laurent,QC,4.0,True,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Sun Prairie,WI,2.5,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,4.0,True,beer_and_wine,average,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Montreal,QC,3.5,True,beer_and_wine,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,3.0,True,none,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Montral,QC,4.5,True,none,quiet,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,3.5,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,0
Pittsburgh,PA,2.5,False,none,quiet,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
La Prairie,QC,3.5,True,full_bar,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,3.0,False,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,0
Madison,WI,4.5,True,full_bar,average,BLANK,1,BLANK,BLANK,outdoor,FALSE,BLANK,BLANK,0
Las Vegas,NV,3.5,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Phoenix,AZ,5.0,True,beer_and_wine,average,casual,1,TRUE,FALSE,BLANK,TRUE,FALSE,BLANK,0
Las Vegas,NV,3.5,True,none,BLANK,BLANK,1,BLANK,TRUE,BLANK,FALSE,BLANK,BLANK,1
Surprise,AZ,1.5,True,none,BLANK,BLANK,1,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Montral,QC,3.0,True,none,average,dressy,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Chandler,AZ,3.0,True,none,BLANK,BLANK,3,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,5.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Scottsdale,AZ,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,5.0,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Edinburgh,EDH,3.5,True,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,4.5,True,full_bar,average,casual,2,FALSE,TRUE,no,FALSE,BLANK,BLANK,0
Fort Mill,SC,4.0,True,none,average,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,3.5,True,none,average,casual,2,TRUE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Tempe,AZ,3.0,False,beer_and_wine,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,TRUE,1
Phoenix,AZ,2.5,True,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Mesa,AZ,4.5,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,4.0,True,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Montreal,QC,3.5,True,beer_and_wine,average,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,4.5,True,none,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,3.0,False,full_bar,quiet,casual,2,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Montral,QC,3.5,True,full_bar,average,casual,3,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,3.0,True,none,average,casual,1,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,3.0,False,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Madison,WI,4.0,False,beer_and_wine,quiet,casual,1,TRUE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Henderson,NV,4.5,True,beer_and_wine,average,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,5.0,True,none,BLANK,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Edinburgh,EDH,3.5,True,full_bar,loud,BLANK,1,BLANK,BLANK,outdoor,FALSE,BLANK,BLANK,1
Las Vegas,NV,5.0,True,full_bar,average,BLANK,2,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,0
Las Vegas,NV,3.5,True,none,average,casual,1,FALSE,BLANK,BLANK,FALSE,FALSE,BLANK,1
Montral,QC,3.5,True,beer_and_wine,loud,casual,2,TRUE,TRUE,BLANK,TRUE,FALSE,BLANK,1
McKees Rocks,PA,4.5,True,none,average,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Glendale,AZ,5.0,True,none,quiet,casual,1,TRUE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Madison,WI,4.0,True,none,loud,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,3.0,True,full_bar,BLANK,BLANK,2,BLANK,FALSE,outdoor,TRUE,BLANK,BLANK,1
Charlotte,NC,3.0,True,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,4.5,False,none,average,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,1
Scottsdale,AZ,3.0,False,none,BLANK,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Montreal,QC,3.5,True,none,BLANK,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Scottsdale,AZ,3.0,False,full_bar,BLANK,BLANK,2,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,1
Phoenix,AZ,3.0,False,beer_and_wine,BLANK,BLANK,2,BLANK,FALSE,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,3.5,True,none,average,casual,2,TRUE,TRUE,BLANK,TRUE,BLANK,BLANK,0
Urbana,IL,3.5,True,none,average,casual,2,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,4.5,True,none,BLANK,BLANK,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Pittsburgh,PA,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Kitchener,ON,4.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,4.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,3.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,4.0,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,4.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Henderson,NV,4.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Matthews,NC,5.0,True,beer_and_wine,average,casual,2,FALSE,FALSE,outdoor,TRUE,BLANK,BLANK,1
Fountain Hills,AZ,4.5,True,full_bar,average,casual,2,FALSE,TRUE,no,TRUE,BLANK,BLANK,1
Edinburgh,EDH,3.5,True,none,loud,casual,2,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Coolidge,AZ,4.5,True,full_bar,average,casual,1,FALSE,TRUE,outdoor,TRUE,TRUE,BLANK,1
Las Vegas,NV,4.0,True,none,loud,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Phoenix,AZ,3.0,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,0
Madison,WI,2.5,False,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Dollard-des-Ormeaux,QC,3.0,True,full_bar,loud,casual,3,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
North Las Vegas,NV,3.5,True,none,loud,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Pittsburgh,PA,4.0,False,full_bar,average,casual,3,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,4.0,False,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Henderson,NV,3.5,True,beer_and_wine,quiet,casual,1,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
North Las Vegas,NV,3.0,True,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Mesa,AZ,2.5,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,0
Charlotte,NC,4.0,True,none,average,casual,1,TRUE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Phoenix,AZ,4.0,True,none,average,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Apache Junction,AZ,3.5,True,none,very_loud,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,4.0,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,0
Phoenix,AZ,3.5,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Edinburgh,EDH,4.5,True,full_bar,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,4.0,False,none,quiet,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,0
Montral,QC,3.5,True,none,quiet,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Edinburgh,EDH,3.5,True,full_bar,average,BLANK,1,BLANK,FALSE,outdoor,FALSE,BLANK,BLANK,1
Charlotte,NC,4.5,False,none,quiet,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Charlotte,NC,3.0,False,none,average,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
Mesa,AZ,4.5,True,none,BLANK,casual,1,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,0
Paradise Valley,AZ,4.0,True,full_bar,BLANK,casual,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Avondale,AZ,3.5,True,none,BLANK,BLANK,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Las Vegas,NV,3.0,True,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Las Vegas,NV,2.0,True,none,BLANK,casual,3,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,4.0,True,full_bar,average,casual,2,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,1
Central City Village,AZ,3.5,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Glendale,AZ,5.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,4.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,2.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Middleton,WI,3.0,False,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,3.0,True,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Aspinwall,PA,3.5,True,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,3.0,True,full_bar,loud,casual,3,BLANK,TRUE,BLANK,TRUE,BLANK,BLANK,1
Pittsburgh,PA,3.5,True,full_bar,loud,casual,1,FALSE,TRUE,no,FALSE,BLANK,BLANK,1
Tempe,AZ,2.0,False,full_bar,loud,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,TRUE,1
Phoenix,AZ,3.5,True,none,average,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Monona,WI,3.5,True,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Scottsdale,AZ,2.5,False,none,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Waterloo,ON,3.5,True,none,loud,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Charlotte,NC,4.0,True,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Henderson,NV,2.5,True,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Tempe,AZ,3.0,True,none,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Edinburgh,EDH,4.5,True,none,average,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,3.5,True,full_bar,average,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Montral,QC,4.5,True,full_bar,very_loud,dressy,3,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Kitchener,ON,3.5,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Montral,QC,4.0,True,full_bar,loud,dressy,3,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Middleton,WI,3.5,True,full_bar,loud,casual,1,FALSE,FALSE,no,TRUE,BLANK,BLANK,1
Charlotte,NC,2.0,True,none,average,casual,1,FALSE,FALSE,BLANK,BLANK,BLANK,BLANK,1
Montral,QC,3.0,True,beer_and_wine,average,casual,1,BLANK,TRUE,BLANK,TRUE,BLANK,BLANK,1
Peoria,AZ,4.0,True,none,BLANK,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Kitchener,ON,3.5,True,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,3.5,False,none,loud,casual,BLANK,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,0
