city,state,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,smoking,outdoorSeating,caters,goodForKids,goodForGroups
Edinburgh,EDH,3.5,TRUE,full_bar,quiet,dressy,3,FALSE,FALSE,BLANK,FALSE,BLANK,FALSE,0
Las Vegas,NV,2.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Las Vegas,NV,5,TRUE,none,loud,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Charlotte,NC,4,TRUE,full_bar,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Waterloo,ON,4,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,3.5,FALSE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,0
Pittsburgh,PA,2.5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Charlotte,NC,3.5,FALSE,full_bar,average,dressy,3,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Phoenix,AZ,3,TRUE,none,very_loud,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,0
Chandler,AZ,3.5,FALSE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
North Las Vegas,NV,2.5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,3.5,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Madison,WI,4,TRUE,none,quiet,casual,2,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,2,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,4,TRUE,full_bar,quiet,casual,3,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Montreal,QC,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Montreal,QC,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Las Vegas,NV,4,FALSE,full_bar,average,casual,2,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,4,TRUE,none,average,casual,1,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,4,TRUE,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Madison,WI,4.5,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,3.5,FALSE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Madison,WI,3.5,TRUE,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Carnegie,PA,3.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Pittsburgh,PA,4.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Chandler,AZ,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Phoenix,AZ,4,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Montral,QC,3.5,TRUE,full_bar,average,casual,3,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Matthews,NC,3,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Lake Wylie,SC,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Stockbridge,EDH,5,TRUE,full_bar,average,casual,3,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Peoria,AZ,4,TRUE,beer_and_wine,average,casual,1,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,3,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,0
Las Vegas,NV,2.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,TRUE,1
Matthews,NC,4,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Montreal,QC,4,TRUE,none,loud,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Scottsdale,AZ,4.5,TRUE,none,quiet,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Scottsdale,AZ,4.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Chandler,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Madison,WI,2.5,TRUE,full_bar,loud,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,4,TRUE,beer_and_wine,BLANK,casual,1,FALSE,BLANK,BLANK,TRUE,TRUE,BLANK,1
Henderson,NV,4.5,TRUE,none,BLANK,casual,1,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,1
Edinburgh,EDH,3,TRUE,full_bar,average,BLANK,2,BLANK,TRUE,outdoor,FALSE,BLANK,BLANK,1
Montral,QC,3.5,TRUE,full_bar,loud,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,3.5,TRUE,full_bar,very_loud,BLANK,1,BLANK,TRUE,yes,FALSE,BLANK,BLANK,1
Las Vegas,NV,3.5,FALSE,full_bar,BLANK,casual,2,FALSE,BLANK,yes,FALSE,BLANK,BLANK,1
Scottsdale,AZ,3,TRUE,full_bar,very_loud,BLANK,1,BLANK,TRUE,yes,FALSE,BLANK,BLANK,0
Peoria,AZ,4,TRUE,none,quiet,casual,1,FALSE,BLANK,BLANK,FALSE,FALSE,BLANK,1
Henderson,NV,2.5,TRUE,none,quiet,casual,1,TRUE,BLANK,BLANK,FALSE,FALSE,BLANK,0
Las Vegas,NV,4,TRUE,full_bar,average,BLANK,2,BLANK,FALSE,yes,FALSE,BLANK,BLANK,1
Las Vegas,NV,3.5,TRUE,none,average,casual,2,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Las Vegas,NV,2.5,TRUE,full_bar,BLANK,BLANK,2,BLANK,FALSE,yes,FALSE,BLANK,BLANK,0
Madison,WI,2.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Henderson,NV,2,FALSE,full_bar,loud,casual,2,FALSE,BLANK,BLANK,TRUE,FALSE,BLANK,1
Las Vegas,NV,3.5,TRUE,full_bar,BLANK,casual,3,BLANK,BLANK,yes,FALSE,BLANK,BLANK,0
Mesa,AZ,3,TRUE,none,BLANK,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,5,FALSE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Edinburgh,EDH,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Scottsdale,AZ,4.5,FALSE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Pittsburgh,PA,2.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Scottsdale,AZ,3.5,FALSE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Las Vegas,NV,2.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Madison,WI,4,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,3,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,4.5,TRUE,none,BLANK,BLANK,2,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,3.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Goodyear,AZ,1.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montral,QC,4.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Matthews,NC,4,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Surprise,AZ,4,FALSE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Braddock,PA,4.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Henderson,NV,4.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Glendale,AZ,4,FALSE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,2.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3,TRUE,none,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Chandler,AZ,3.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,1
Charlotte,NC,2.5,FALSE,none,BLANK,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,BLANK,BLANK,0
Edinburgh,EDH,3.5,TRUE,full_bar,average,dressy,3,FALSE,FALSE,outdoor,TRUE,BLANK,BLANK,1
Urbana,IL,3,TRUE,none,average,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Charlotte,NC,4,TRUE,full_bar,BLANK,casual,2,FALSE,TRUE,outdoor,TRUE,BLANK,BLANK,1
Madison,WI,4,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,no,TRUE,FALSE,BLANK,0
Scottsdale,AZ,4,TRUE,full_bar,very_loud,casual,2,FALSE,TRUE,no,TRUE,FALSE,BLANK,1
Phoenix,AZ,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,TRUE,1
Las Vegas,NV,3.5,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Chandler,AZ,4,FALSE,full_bar,quiet,casual,1,TRUE,BLANK,BLANK,TRUE,TRUE,BLANK,1
Charlotte,NC,4,TRUE,full_bar,very_loud,casual,2,FALSE,FALSE,outdoor,TRUE,FALSE,BLANK,1
Scottsdale,AZ,4.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Wickenburg,AZ,4,TRUE,none,average,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Phoenix,AZ,3,FALSE,full_bar,average,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,4,FALSE,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,FALSE,1
Scottsdale,AZ,3.5,FALSE,beer_and_wine,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Waterloo,ON,3,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,4.5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Henderson,NV,3.5,FALSE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Las Vegas,NV,3.5,FALSE,full_bar,average,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,4,FALSE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,0
Charlotte,NC,4,TRUE,full_bar,average,dressy,3,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,0
Mesa,AZ,2.5,TRUE,none,loud,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Apache Junction,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Fountain Hills,AZ,3,TRUE,beer_and_wine,average,casual,2,TRUE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,1,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Madison,WI,3.5,TRUE,beer_and_wine,average,casual,1,BLANK,FALSE,BLANK,TRUE,TRUE,BLANK,1
Chandler,AZ,3.5,TRUE,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,2,FALSE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Peoria,AZ,4.5,TRUE,beer_and_wine,quiet,casual,2,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Peoria,AZ,3.5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Charlotte,NC,3,TRUE,beer_and_wine,loud,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Henderson,NV,4,FALSE,none,average,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Gilbert,AZ,3.5,TRUE,none,quiet,casual,1,TRUE,TRUE,BLANK,FALSE,FALSE,BLANK,0
Cave Creek,AZ,4,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Montral,QC,3,TRUE,beer_and_wine,average,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,4,FALSE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Litchfield Park,AZ,3.5,TRUE,beer_and_wine,quiet,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Madison,WI,2.5,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,1
Scottsdale,AZ,3.5,TRUE,beer_and_wine,average,casual,1,TRUE,BLANK,BLANK,TRUE,TRUE,BLANK,1
Mesa,AZ,3.5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,3.5,TRUE,beer_and_wine,quiet,casual,1,TRUE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,3.5,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Gilbert,AZ,4,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Carefree,AZ,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,2.5,TRUE,beer_and_wine,very_loud,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Pittsburgh,PA,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Phoenix,AZ,4,FALSE,full_bar,very_loud,casual,2,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,3.5,FALSE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Phoenix,AZ,4,TRUE,none,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
North Las Vegas,NV,4.5,TRUE,none,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Montral,QC,4,TRUE,full_bar,quiet,casual,2,TRUE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Madison,WI,4,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,3,TRUE,none,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,2,TRUE,none,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
North Las Vegas,NV,5,TRUE,none,quiet,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Las Vegas,NV,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Cave Creek,AZ,3.5,TRUE,none,quiet,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
N Las Vegas,NV,4,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Surprise,AZ,3.5,FALSE,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,BLANK,BLANK,1
Las Vegas,NV,3.5,FALSE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,0
Las Vegas,NV,3.5,FALSE,none,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,4,TRUE,none,average,casual,2,FALSE,BLANK,BLANK,FALSE,TRUE,BLANK,1
Gilbert,AZ,3,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,BLANK,BLANK,1
Scottsdale,AZ,4,FALSE,none,BLANK,casual,1,FALSE,FALSE,BLANK,FALSE,BLANK,BLANK,0
Phoenix,AZ,1.5,TRUE,none,average,casual,1,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,0
Edinburgh,EDH,3.5,TRUE,full_bar,average,casual,2,BLANK,FALSE,outdoor,TRUE,BLANK,BLANK,1
Pittsburgh,PA,4,TRUE,none,average,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,0
Henderson,NV,3,TRUE,none,quiet,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,3.5,TRUE,full_bar,very_loud,BLANK,2,BLANK,TRUE,outdoor,TRUE,BLANK,BLANK,1
Las Vegas,NV,3,FALSE,full_bar,BLANK,casual,3,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Pittsburgh,PA,3.5,TRUE,full_bar,average,BLANK,2,BLANK,BLANK,no,FALSE,BLANK,BLANK,1
Charlotte,NC,3,TRUE,full_bar,loud,BLANK,2,BLANK,BLANK,outdoor,TRUE,BLANK,BLANK,1
Phoenix,AZ,4,TRUE,full_bar,average,BLANK,1,BLANK,BLANK,outdoor,FALSE,BLANK,BLANK,1
Phoenix,AZ,4,TRUE,full_bar,loud,BLANK,1,BLANK,FALSE,no,FALSE,BLANK,BLANK,1
Las Vegas,NV,3,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Surprise,AZ,3,TRUE,full_bar,loud,casual,2,FALSE,TRUE,outdoor,TRUE,BLANK,BLANK,1
Charlotte,NC,3,TRUE,full_bar,average,casual,2,FALSE,BLANK,BLANK,FALSE,TRUE,BLANK,1
Charlotte,NC,4,TRUE,full_bar,BLANK,BLANK,3,BLANK,FALSE,outdoor,TRUE,BLANK,BLANK,0
Phoenix,AZ,3,TRUE,none,average,casual,1,FALSE,BLANK,BLANK,FALSE,FALSE,BLANK,1
Gilbert,AZ,3.5,TRUE,none,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Chandler,AZ,2.5,TRUE,beer_and_wine,quiet,casual,2,TRUE,BLANK,BLANK,FALSE,TRUE,BLANK,1
Edinburgh,EDH,4.5,TRUE,none,BLANK,casual,2,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Edinburgh,EDH,3,TRUE,full_bar,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,1
Charlotte,NC,1.5,TRUE,none,BLANK,casual,1,FALSE,BLANK,BLANK,TRUE,BLANK,BLANK,1
Montreal,QC,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Peoria,AZ,2,TRUE,none,BLANK,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Henderson,NV,4,FALSE,none,average,casual,1,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,1
Las Vegas,NV,3.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,1
Montreal,QC,3.5,FALSE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Harrisburg,NC,4.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,TRUE,BLANK,BLANK,0
Phoenix-Ahwatukee,AZ,4.5,TRUE,none,BLANK,BLANK,2,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,0
Surprise,AZ,4.5,FALSE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,4,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,3,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,FALSE,BLANK,BLANK,0
Las Vegas,NV,3,TRUE,none,BLANK,casual,1,FALSE,BLANK,BLANK,FALSE,BLANK,BLANK,1
Phoenix,AZ,3.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,4.5,FALSE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Charlotte,NC,4,FALSE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,2.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Glendale,AZ,4.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Montreal,QC,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Pittsburgh,PA,3.5,TRUE,none,BLANK,BLANK,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Saint-Leonard,QC,4.5,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Henderson,NV,4,TRUE,none,BLANK,BLANK,2,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Las Vegas,NV,3,TRUE,none,BLANK,casual,2,FALSE,BLANK,BLANK,BLANK,BLANK,BLANK,1
Las Vegas,NV,1.5,TRUE,none,BLANK,casual,1,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,0
Mesa,AZ,3,TRUE,none,BLANK,BLANK,BLANK,FALSE,TRUE,BLANK,BLANK,BLANK,BLANK,0
Phoenix,AZ,3,FALSE,full_bar,average,casual,2,FALSE,BLANK,no,TRUE,TRUE,BLANK,1
Las Vegas,NV,4,FALSE,none,average,casual,1,FALSE,TRUE,no,FALSE,FALSE,BLANK,1
Las Vegas,NV,3,TRUE,full_bar,average,casual,2,FALSE,TRUE,yes,TRUE,FALSE,BLANK,0
Madison,WI,4,TRUE,full_bar,loud,casual,2,FALSE,TRUE,outdoor,TRUE,FALSE,BLANK,0
Fort Mill,SC,3.5,TRUE,full_bar,very_loud,casual,2,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,3.5,TRUE,full_bar,average,casual,1,FALSE,TRUE,yes,FALSE,FALSE,BLANK,1
Peoria,AZ,2.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Pittsburgh,PA,2.5,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Scottsdale,AZ,3.5,TRUE,none,quiet,casual,1,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Las Vegas,NV,3,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,2,FALSE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Phoenix,AZ,4,TRUE,none,quiet,casual,1,TRUE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Peoria,AZ,4,TRUE,beer_and_wine,average,casual,1,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Phoenix,AZ,3,TRUE,none,loud,casual,1,TRUE,FALSE,BLANK,FALSE,TRUE,TRUE,1
Scottsdale,AZ,3,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Waterloo,ON,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Litchfield Park,AZ,3.5,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Henderson,NV,3,FALSE,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Sun Prairie,WI,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Pittsburgh,PA,2.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Tempe,AZ,3.5,TRUE,none,quiet,casual,1,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,0
Fitchburg,WI,3.5,TRUE,full_bar,average,casual,2,FALSE,FALSE,BLANK,TRUE,FALSE,BLANK,1
Las Vegas,NV,3,TRUE,none,very_loud,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Mesa,AZ,2.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Gold Canyon,AZ,4,TRUE,full_bar,average,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,0
Edinburgh,EDH,4.5,TRUE,full_bar,quiet,casual,2,FALSE,TRUE,BLANK,FALSE,TRUE,BLANK,1
Pittsburgh,PA,4.5,FALSE,none,quiet,casual,1,FALSE,FALSE,BLANK,TRUE,TRUE,BLANK,0
Las Vegas,NV,4,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Lake Wylie,SC,4.5,TRUE,none,quiet,casual,1,FALSE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Las Vegas,NV,5,TRUE,none,quiet,casual,2,TRUE,TRUE,BLANK,TRUE,TRUE,BLANK,1
Casa Grande,AZ,4.5,TRUE,beer_and_wine,average,casual,1,FALSE,FALSE,BLANK,FALSE,TRUE,BLANK,1
Mesa,AZ,3.5,TRUE,none,average,casual,1,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,1
Las Vegas,NV,2.5,TRUE,full_bar,quiet,casual,3,FALSE,FALSE,BLANK,FALSE,FALSE,BLANK,1
Las Vegas,NV,3,TRUE,none,very_loud,casual,1,FALSE,TRUE,BLANK,FALSE,FALSE,BLANK,1
Montreal,QC,4,TRUE,beer_and_wine,average,casual,2,FALSE,TRUE,BLANK,TRUE,FALSE,BLANK,0
